Gene	Gene synonym	Ensembl
RNASET2	bA514O12.3, FLJ10907, RNASE6PL	ENSG00000026297
CD44	CD44R, CSPG8, HCELL, IN, MC56, MDU2, MDU3, MIC4, Pgp1	ENSG00000026508
KCNG1	K13, KCNG, kH2, Kv6.1	ENSG00000026559
AGPAT4	dJ473J16.2, LPAAT-delta, LPAAT4, LPLAT4	ENSG00000026652
SLAMF7	19A, CD319, CRACC, CS1	ENSG00000026751
BTN3A1	BT3.1, BTF5, BTN3.1, CD277	ENSG00000026950
MIPEP	MIP	ENSG00000027001
PRKCH	PKC-L, PKCL, PRKCL	ENSG00000027075
INSRR	IRR	ENSG00000027644
IFNGR1	CD119, IFNGR	ENSG00000027697
B4GALT7	beta4Gal-T7, XGALT-1	ENSG00000027847
SH2D2A	F2771, TSAd	ENSG00000027869
VRK2		ENSG00000028116
TNFRSF1B	CD120b, p75, TNF-R-II, TNF-R75, TNFBR, TNFR2, TNFR80	ENSG00000028137
VEZT	DKFZP761C241	ENSG00000028203
POU2F2	OCT2, OTF2	ENSG00000028277
BRD9	FLJ13441, SMARCI2	ENSG00000028310
SNX1	HsT17379, MGC8664, SNX1A, Vps5	ENSG00000028528
TBPL1	STUD, TLF, TLP, TRF2	ENSG00000028839
BMAL2	ARNTL2, bHLHe6, CLIF, MOP9, PASD9	ENSG00000029153
BCLAF1	BTF, KIAA0164	ENSG00000029363
SLC39A9	FLJ11274	ENSG00000029364
ANK1	ANK, SPH1	ENSG00000029534
IBSP	BSP, BSP-II, SP-II	ENSG00000029559
TFB1M	CGI-75, mtTFB	ENSG00000029639
RABEP1	neurocrescin, RAB5EP, rabaptin-5, RABPT5	ENSG00000029725
HMGB3	HMG2A, HMG4, MGC90319	ENSG00000029993
NUP160	FLJ22583, KIAA0197	ENSG00000030066
BAK1	BAK, BCL2L7, CDN1	ENSG00000030110
MUSK		ENSG00000030304
IKZF2	Helios, ZNFN1A2	ENSG00000030419
GRN	CLN11, PCDGF, PGRN	ENSG00000030582
FAM13B	ARHGAP49, C5orf5, FAM13B1, KHCHP, N61	ENSG00000031003
ARHGAP31	CDGAP	ENSG00000031081
CENPQ	C6orf139, CENP-Q, FLJ10545	ENSG00000031691
SARS1	SARS, SERS	ENSG00000031698
RANBP3		ENSG00000031823
ARID4A	RBBP1, RBP-1, RBP1	ENSG00000032219
EIPR1	EIPR-1, TSSC1	ENSG00000032389
PNPLA6	iPLA2delta, NTE, SPG39, sws	ENSG00000032444
IFT88	D13S1056E, hTg737, MGC26259, Tg737, TTC10	ENSG00000032742
ALG1	CDG1K, HMAT1, HMT-1, Mat-1	ENSG00000033011
ZCCHC8	DKFZp434E2220	ENSG00000033030
ABCF2	ABC28, EST133090, HUSSY-18, M-ABC1	ENSG00000033050
CHPF2	ChSy-3, CSGlcA-T, KIAA1402	ENSG00000033100
LRRC7	densin-180, KIAA1365	ENSG00000033122
FUT8		ENSG00000033170
UBA6	FLJ10808, UBE1L2	ENSG00000033178
GAB2	KIAA0571	ENSG00000033327
ATP6V0A1	a1, ATP6N1, ATP6N1A, Stv1, Vph1, VPP1	ENSG00000033627
PIAS1	DDXBP1, GBP, GU/RH-II, ZMIZ3	ENSG00000033800
SLC4A7	NBC3, SBC2, SLC4A6	ENSG00000033867
APBA2	D15S1518E, HsT16821, LIN-10, MGC:14091, MINT2, X11L	ENSG00000034053
MAP2K3	MAPKK3, MEK3, MKK3, PRKMK3	ENSG00000034152
CLXN	EFCAB1, FLJ11767, ODAD5	ENSG00000034239
TMSB10	TB10	ENSG00000034510
ASTE1	HT001	ENSG00000034533
RNF19A	DKFZp566B1346, dorfin, RNF19	ENSG00000034677
PEX3		ENSG00000034693
GABARAPL2	ATG8, ATG8C, GATE-16, GATE16, GEF2	ENSG00000034713
MYOC	GLC1A, JOAG1, TIGR	ENSG00000034971
SH3YL1	DKFZP586F1318, Ray	ENSG00000035115
FAM136A	FLJ14668	ENSG00000035141
VCL		ENSG00000035403
DEPDC1B	BRCC3, XTP1	ENSG00000035499
DAPK2	DRP-1, MGC119312	ENSG00000035664
NSMAF	FAN, GRAMD5	ENSG00000035681
ADSS2	ADSS	ENSG00000035687
STAP1	BRDG1, STAP-1	ENSG00000035720
TIMP2	CSC-21K	ENSG00000035862
RFC1	A1, MHCBFB, PO-GA, RFC140	ENSG00000035928
TBC1D23	FLJ11046	ENSG00000036054
CUL3		ENSG00000036257
MYOM2		ENSG00000036448
OTC	OTC1, OTCase, OTCD	ENSG00000036473
CYP46A1	CYP46	ENSG00000036530
ZZZ3	ATAC1, DKFZP564I052	ENSG00000036549
SLC18A1	CGAT, VAT1, VMAT1	ENSG00000036565
USP2	UBP41	ENSG00000036672
CASR	FHH, GPRC2A, HHC, HHC1, NSHPT	ENSG00000036828
TUBG2		ENSG00000037042
RPL26L1	RPL26P1	ENSG00000037241
FLT4	PCL, VEGFR-3, VEGFR3	ENSG00000037280
NSUN2	FLJ20303, Misu, MRT5, SAKI, TRM4	ENSG00000037474
FBXO42	Fbx42, KIAA1332	ENSG00000037637
MFAP3		ENSG00000037749
MRI1	MGC3207, MRDI, mtnA, Ypr118w	ENSG00000037757
METTL1	C12orf1, TRM8, TRMT8	ENSG00000037897
HOXC8	HOX3, HOX3A	ENSG00000037965
AGA	ASRG	ENSG00000038002
PI4K2B	FLJ11105, PI4KIIB, PIK42B	ENSG00000038210
BOD1L1	BOD1L, FAM44A, FLJ33215, KIAA1327	ENSG00000038219
MAT2B	MATIIbeta, SDR23E1	ENSG00000038274
TLL1		ENSG00000038295
EDC4	Ge-1, HEDLS, RCD-8	ENSG00000038358
TRIO	ARHGEF23	ENSG00000038382
VCAN	CSPG2, PG-M	ENSG00000038427
CLEC16A	Gop-1, KIAA0350	ENSG00000038532
MSR1	CD204, SCARA1, SR-A, SR-AI, SR-AII, SR-AIII	ENSG00000038945
CDH1	CD324, UVO, uvomorulin	ENSG00000039068
MTREX	Dob1, fSAP118, KIAA0052, Mtr4, SKIV2L2	ENSG00000039123
DNAH5	CILD3, Dnahc5, HL1, KTGNR, PCD	ENSG00000039139
ZFYVE16	KIAA0305, PPP1R69	ENSG00000039319
RIPOR1	FAM65A, FLJ13725	ENSG00000039523
C6		ENSG00000039537
RAI14	DKFZp564G013, KIAA1334, NORPEG, RAI13	ENSG00000039560
SOX30		ENSG00000039600
PNKP	PNK	ENSG00000039650
BEST2	FLJ20132, VMD2L1	ENSG00000039987
PHLPP2	KIAA0931, PHLPPL, PPM3B	ENSG00000040199
SPDL1	CCDC99, FLJ20364, hSpindly	ENSG00000040275
STAU2	39K2	ENSG00000040341
SLC66A1	FLJ20320, LAAT-1, LAAT1, PQLC2	ENSG00000040487
CTNS	CTNS-LSB, PQLC4, SLC66A4	ENSG00000040531
RTN4R	NOGOR	ENSG00000040608
PHF23	FLJ16355, MGC2941	ENSG00000040633
CDH10		ENSG00000040731
INPP4A	INPP4	ENSG00000040933
RAB27B		ENSG00000041353
PSMA4	HC9, HsT17706	ENSG00000041357
MYO16	KIAA0865, Myo16b, MYR8, NYAP3, PPP1R107	ENSG00000041515
LSG1	FLJ11301	ENSG00000041802
PARP3	ADPRT3, ADPRTL3, ARTD3, hPARP-3, IRT1, pADPRT-3	ENSG00000041880
TNC	DFNA56, HXB, MGC167029, TN	ENSG00000041982
THAP3		ENSG00000041988
RIPOR3	C20orf175, C20orf176, dJ530I15.2, dJ530I15.3, FAM65C	ENSG00000042062
TDP1	FLJ11090, SCAN1	ENSG00000042088
AIFM2	AMID, FLJ14497, FSP1, PRG3	ENSG00000042286
SPATA7	HSD3, LCA3	ENSG00000042317
MED17	CRSP6, CRSP77, DRIP80, SRB4, TRAP80	ENSG00000042429
RETSAT	FLJ20296	ENSG00000042445
CAPG	AFCP, MCP	ENSG00000042493
AP2S1	CLAPS2, FBH3, FBHOk, HHC3	ENSG00000042753
USH2A	RP39, USH2	ENSG00000042781
ZPBP	SP38, ZPBP1	ENSG00000042813
TG	AITD3, TGN	ENSG00000042832
ADAM28	ADAM23, eMDCII, MDC-Lm, MDC-Ls	ENSG00000042980
BARX2		ENSG00000043039
DCUN1D1	DCUN1L1, RP42, SCCRO, SCRO, Tes3	ENSG00000043093
JADE2	JADE-2, KIAA0239, PHF15	ENSG00000043143
ZIC2	HPE5	ENSG00000043355
LCP2	SLP-76, SLP76	ENSG00000043462
TRIT1	FLJ20061, IPT	ENSG00000043514
ADRB1	ADRB1R	ENSG00000043591
GUCA2B		ENSG00000044012
CUL7	dJ20C7.5, KIAA0076	ENSG00000044090
CTNNA1	CAP102	ENSG00000044115
PHKA2	PHK, PYK	ENSG00000044446
CNTLN	bA340N12.1, C9orf101, C9orf39, FLJ20276	ENSG00000044459
EPHA3	ETK, ETK1, HEK, HEK4, TYRO4	ENSG00000044524
HSPA5	BiP, GRP78	ENSG00000044574
DSG2	CDHF5	ENSG00000046604
GEMIN8	FAM51A1, FLJ20514	ENSG00000046647
OFD1	71-7A, CXorf5, JBTS10, RP23	ENSG00000046651
GPM6B	M6B, MGC17150, MGC54284	ENSG00000046653
MAGEC2	CT10, HCA587, MAGE-C2, MAGEE1	ENSG00000046774
PREX2	DEP.2, DEPDC2, FLJ12987, P-REX2, PPP1R129	ENSG00000046889
WDR37	KIAA0982	ENSG00000047056
YTHDC2	DKFZp564A186, FLJ10053, FLJ2194	ENSG00000047188
CTPS2	GATD5B	ENSG00000047230
ATP6V1H	CGI-11, SFD, SFDalpha, SFDbeta, VMA13	ENSG00000047249
POLR2B	RPB2	ENSG00000047315
ATOSA	FAM214A, FLJ10980, KIAA1370	ENSG00000047346
ARAP2	CENTD1, PARX	ENSG00000047365
TPR		ENSG00000047410
CP	AB073614	ENSG00000047457
KATNIP	JBTS26, KIAA0556	ENSG00000047578
DTNBP1	BLOC1S8, DBND, Dysbindin, HPS7, My031	ENSG00000047579
XK	Kx, NA, NAC, X1k, XKR1	ENSG00000047597
ANO2	C12orf3, TMEM16B	ENSG00000047617
C12orf4		ENSG00000047621
SCML1		ENSG00000047634
WWC3	BM042, KIAA1280	ENSG00000047644
ARHGAP6	rhoGAPX-1	ENSG00000047648
FAM184B	KIAA1276	ENSG00000047662
MAP4		ENSG00000047849
GOPC	CAL, dJ94G16.2, FIG, GOPC1, PIST	ENSG00000047932
ROS1	c-ros-1, MCF3, ROS	ENSG00000047936
USP28	KIAA1515	ENSG00000048028
HDAC9	HD7, HDAC, HDAC7B, KIAA0744, MITR	ENSG00000048052
TSPAN17	FBX23, FBXO23, TM4SF17	ENSG00000048140
NOP16	HSPC111, HSPC185, LOC51491	ENSG00000048162
CC2D2A	JBTS9, KIAA1345, MKS6	ENSG00000048342
RRM2B	p53R2	ENSG00000048392
ZNF800		ENSG00000048405
TNFRSF17	BCM, BCMA, CD269, TNFRSF13A	ENSG00000048462
SNX29	FLJ12363, RUNDC2A	ENSG00000048471
LMO3	DAT1, RBTNL2, Rhom-3	ENSG00000048540
MRPS10	FLJ10567	ENSG00000048544
GUCA1A	C6orf131, COD3, CORD14, dJ139D8.6, GCAP, GCAP1, GUCA, GUCA1	ENSG00000048545
RSF1	HBXAP, p325, RSF-1, XAP8	ENSG00000048649
VPS13D	BLTP5D, FLJ10619, KIAA0453	ENSG00000048707
CELF2	BRUNOL3, CUGBP2, Etr-3, NAPOR-2	ENSG00000048740
FAM120A	C9orf10, KIAA0183, OSSA	ENSG00000048828
R3HDM1	KIAA0029, R3HDM	ENSG00000048991
COL9A2	EDM2, MED	ENSG00000049089
KITLG	DFNA69, FPH2, Kitl, KL-1, MGF, SCF, SF, SLF	ENSG00000049130
ERCC8	CKN1, CSA	ENSG00000049167
ADAMTS6	ADAM-TS6	ENSG00000049192
H6PD	GDH, H6PDH	ENSG00000049239
VAMP3	CEB	ENSG00000049245
PER3		ENSG00000049246
UTS2	PRO1068, U-II, UCN2, UII	ENSG00000049247
TNFRSF9	4-1BB, CD137, ILA	ENSG00000049249
EPN3	FLJ20778, MGC129899	ENSG00000049283
LTBP1		ENSG00000049323
RCN1	FLJ37041, PIG20, Rcal, RCN	ENSG00000049449
ELN	SVAS, WBS, WS	ENSG00000049540
RFC2	A1, RFC40	ENSG00000049541
ARID1B	6A3-5, BAF250b, DAN15, ELD/OSA1, KIAA1235, p250R, SMARCF2	ENSG00000049618
CLPTM1L	CRR9, FLJ14400	ENSG00000049656
NEDD4L	KIAA0439, NEDD4-2, RSP5	ENSG00000049759
FOXP3	AIID, DIETER, IPEX, JM2, PIDX, SCURFIN, XPID	ENSG00000049768
PPP1R3F	Hb2E	ENSG00000049769
HEXB		ENSG00000049860
PTCD2	FLJ12598	ENSG00000049883
NEXMIF	KIAA2022, KIDLIA, MRX98, XPN	ENSG00000050030
JKAMP	C14orf100, CDA06, HSPC213, HSPC327, JAMP	ENSG00000050130
DKK3	CRRL, REIC, RIG	ENSG00000050165
ARHGEF5	GEF5, P60, TIM, TIM1	ENSG00000050327
NFE2L3	Nrf3	ENSG00000050344
MCUR1	C6orf79, CCDC90A, FLJ20958	ENSG00000050393
LIMA1	EPLIN	ENSG00000050405
LETMD1	HCCR, HCCR-1, HCCR-2, HCCR1, HCCR2, SLC55A3	ENSG00000050426
SLC4A8	NBC3	ENSG00000050438
LAMC3	DKFZp434E202	ENSG00000050555
PTGER3	EP3, lnc003875	ENSG00000050628
TNIP3	ABIN-3, FLJ21162, LIND	ENSG00000050730
MAPK9	JNK2, p54a, PRKM9, SAPK	ENSG00000050748
COL23A1	DKFZp434K0621	ENSG00000050767
BCAR1	CAS, CASS1, Crkas, P130Cas	ENSG00000050820
FHIP1B	C11orf56, DKFZP566M1046, FAM160A2, FHIP, FLJ22665, KIAA1759	ENSG00000051009
HERPUD1	HERP, KIAA0025, Mif1, SUP	ENSG00000051108
HOMER3	HOMER-3	ENSG00000051128
RAD51	BRCC5, FANCR, HsRad51, HsT16930, RAD51A, RECA	ENSG00000051180
POLQ	POLH	ENSG00000051341
PIK3CB	PIK3C1	ENSG00000051382
CYBA	p22-PHOX	ENSG00000051523
THOC3	MGC5469, TEX1	ENSG00000051596
HEBP2	C6orf34, SOUL	ENSG00000051620
MPHOSPH9	MPP9	ENSG00000051825
PLEKHA5	FLJ10667, KIAA1686, PEPP2	ENSG00000052126
PRSS8	CAP1	ENSG00000052344
SIKE1	FLJ21168, SIKE	ENSG00000052723
RRP12	KIAA0690	ENSG00000052749
FNIP2	FNIPL, KIAA1450, MAPO1	ENSG00000052795
MSMO1	DESP4, ERG25, SC4MOL	ENSG00000052802
TTC17	FLJ10890	ENSG00000052841
ALX4	FPP, KIAA1788, PFM, PFM2	ENSG00000052850
FSTL4	KIAA1061	ENSG00000053108
FOXN3	C14orf116, CHES1	ENSG00000053254
METTL24	C6orf186, dJ71D21.2	ENSG00000053328
AKR7A2	AFAR	ENSG00000053371
MRTO4	C1orf33, dJ657E11.4, MRT4	ENSG00000053372
NNAT	Peg5	ENSG00000053438
USE1	D12, MDS032, p31, SLT1	ENSG00000053501
MCF2L2	ARHGEF22, KIAA0861	ENSG00000053524
NRIP2	DKFZP761G1913	ENSG00000053702
LAMA3	BM600-150kDa, epiligrin, kalinin-165kDa, LAMNA, nicein-150kDa	ENSG00000053747
AP5M1	C14orf108, FLJ10813, mu5, MuD, MUDENG	ENSG00000053770
ANAPC4	APC4	ENSG00000053900
KCNQ1	JLNS1, KCNA8, KCNA9, Kv7.1, KVLQT1, LQT, LQT1	ENSG00000053918
TRAPPC3	BET3	ENSG00000054116
THRAP3	BCLAF2, TRAP150	ENSG00000054118
PHPT1	bA216L13.10, CGI-202, DKFZp564M173, HSPC141, PHP14	ENSG00000054148
ENTPD2	CD39L1, NTPDase-2	ENSG00000054179
LY75	CD205, CLEC13B, DEC-205	ENSG00000054219
ARID4B	BCAA, BRCAA1, RBP1L1, SAP180	ENSG00000054267
OPN3	ECPN, encephalopsin, ERO, NMO-1, PPP1R116	ENSG00000054277
SDCCAG8	BBS16, CCCAP, NPHP10, NY-CO-8, SLSN7	ENSG00000054282
PTPRN	IA-2, ICA512	ENSG00000054356
HHAT	FLJ10724, GUP2, MART-2, MART2, rasp, sit, ski, Skn	ENSG00000054392
KIF1B	CMT2, CMT2A, HMSNII, KIAA0591, KLP	ENSG00000054523
FOXC1	ARA, FKHL7, FREAC3, IGDA, IHG1, IRID1	ENSG00000054598
TBC1D22A	C22orf4	ENSG00000054611
SYNE2	DKFZP434H2235, KIAA1011, Nesp2, Nesprin-2, NUA, NUANCE, SYNE-2	ENSG00000054654
PLEKHH1	KIAA1200	ENSG00000054690
ATP9A	ATPIIA, KIAA0611	ENSG00000054793
SPO11	CT35, SPATA43, TOPOVIA, TOPVIA	ENSG00000054796
CBLN4	CBLNL1, dJ885A10.1	ENSG00000054803
CHRDL2	BNF1	ENSG00000054938
FAM168A	KIAA0280, TCRP1	ENSG00000054965
RELT	FLJ14993, TNFRSF19L	ENSG00000054967
GALC		ENSG00000054983
NOP58	HSPC120, NOP5	ENSG00000055044
SZRD1	C1orf144, DKFZp566C0424	ENSG00000055070
KCNH2	erg1, HERG, Kv11.1, LQT2	ENSG00000055118
CUL1		ENSG00000055130
FAM114A2	133K02, C5orf3	ENSG00000055147
CYFIP2	PIR121	ENSG00000055163
TAB2	KIAA0733, MAP3K7IP2	ENSG00000055208
GINM1	C6orf72, dJ12G14.2	ENSG00000055211
EIF2AK2	PKR, PPP1R83, PRKR	ENSG00000055332
USP36	FLJ12851, KIAA1453	ENSG00000055483
KMT2C	HALR, KIAA1506, MLL3	ENSG00000055609
MCOLN3	FLJ11006, TRP-ML3, TRPML3	ENSG00000055732
CCDC85A	KIAA1912	ENSG00000055813
PUM2	KIAA0235, PUMH2	ENSG00000055917
MRPL43	bMRP36a	ENSG00000055950
ITIH4	H4P, IHRP, ITIHL1	ENSG00000055955
ITIH1	H1P, IATIH, ITIH	ENSG00000055957
HPF1	C4orf27, FLJ20534	ENSG00000056050
ZFR	SPG71, ZFR1	ENSG00000056097
ZNF280C	FLJ20095, SUHW3, ZNF633, ZPET	ENSG00000056277
NPFFR2	GPR74, NPFF2, NPGPR	ENSG00000056291
PHF21B	BHC80L, FLJ34161, PHF4	ENSG00000056487
TRAF1	EBI6	ENSG00000056558
RC3H2	FLJ20301, FLJ20713, MNAB, RNF164	ENSG00000056586
IL17RB	CRL4, EVI27, IL17BR, IL17RH1	ENSG00000056736
TRAF3IP2	ACT1, C6orf2, C6orf4, C6orf5, C6orf6, CIKS, DKFZP586G0522	ENSG00000056972
GYG2	GN-2	ENSG00000056998
DCBLD2	CLCP1, ESDN	ENSG00000057019
SERPINB3	HsT1196, SCC, SCCA1, T4-A	ENSG00000057149
SOAT1	ACAT, ACAT1, SOAT, STAT	ENSG00000057252
PKP2		ENSG00000057294
MSH4		ENSG00000057468
F7		ENSG00000057593
GDI2	RABGDIB	ENSG00000057608
PRDM1	BLIMP1, PRDI-BF1	ENSG00000057657
ATG5	APG5, APG5L, ASP, hAPG5	ENSG00000057663
TMCC3	KIAA1145	ENSG00000057704
PITHD1	C1orf128, HT014, TXNL1CL	ENSG00000057757
MTA3	KIAA1266	ENSG00000057935
USP13	IsoT-3	ENSG00000058056
ATP11B	ATPIF, ATPIR, KIAA0956	ENSG00000058063
LAMC2	BM600-100kDa, EBR2, EBR2A, kalinin-105kDa, LAMB2T, LAMNB2, nicein-100kDa	ENSG00000058085
CDK14	PFTAIRE1, PFTK1	ENSG00000058091
SEC61A1		ENSG00000058262
PPP1R12A	M130, MBS, MYPT1	ENSG00000058272
RASGRF1	CDC25, CDC25L, GNRP, GRF1, GRF55, H-GRF55, PP13187	ENSG00000058335
CAMK2B	CAM2, CAMK2, CAMKB, CaMKIIbeta	ENSG00000058404
CROCC	CROCC1, ROLT, rootletin	ENSG00000058453
POLR3E	C37, FLJ10509, RPC5, SIN	ENSG00000058600
ATP2B4	ATP2B2, MXRA1, PMCA4	ENSG00000058668
ZC3H11A	KIAA0663, ZC3HDC11A	ENSG00000058673
RIOK2	FLJ11159	ENSG00000058729
YIPF1	DJ167A19.1, FinGER1	ENSG00000058799
NDC1	FLJ10407, NET3, TMEM48	ENSG00000058804
DGKG	DAGK3	ENSG00000058866
FLYWCH1	DKFZp761A132	ENSG00000059122
UNKL	C16orf28, FLJ23360, ZC3H5L, ZC3HDC5L	ENSG00000059145
TBXAS1	CYP5, CYP5A1, THAS, TS, TXAS, TXS	ENSG00000059377
PARP12	ARTD12, FLJ22693, PARP-12, ZC3H1, ZC3HDC1	ENSG00000059378
ALDH18A1	GSAS, P5CS, PYCS, SPG9	ENSG00000059573
TARBP1	TRM3, TRMT3, TRP-185	ENSG00000059588
GATB	PET112, PET112L	ENSG00000059691
MXD1	bHLHc58, MAD, MAD1	ENSG00000059728
CDK17	PCTAIRE2, PCTK2	ENSG00000059758
DNAJC25	bA16L21.2.1	ENSG00000059769
SLC2A3	GLUT3	ENSG00000059804
PSD	EFA6, EFA6A, KIAA2011, PSD1, TYL	ENSG00000059915
CTDP1	FCP1	ENSG00000060069
YBX3	CSDA, CSDA1, dbpA, ZONAB	ENSG00000060138
STYK1	DKFZp761P1010, NOK, SuRTK106	ENSG00000060140
WNK1	HSAN2, HSN2, PPP1R167, PRKWNK1	ENSG00000060237
CCAR1	CARP-1, CARP1, FLJ10590	ENSG00000060339
OGFR	7-60	ENSG00000060491
GNA15	GNA16	ENSG00000060558
CREB3L3	CREB-H, CREBH	ENSG00000060566
PIGV	FLJ20477	ENSG00000060642
PTPRU	FMI, hPTP-J, PCP-2, PTP, PTPRO	ENSG00000060656
SNRNP40	HPRP8BP, PRP8BP, PRPF8BP, SPF38, WDR57	ENSG00000060688
RIMBP2	KIAA0318, MGC15831, PPP1R133, RBP2, RIM-BP2	ENSG00000060709
COL11A1	CO11A1, COLL6, DFNA37, STL2	ENSG00000060718
QSER1	FLJ21924	ENSG00000060749
MPC1	BRP44L, CGI-129, dJ68L15.3, SLC54A1	ENSG00000060762
ACAA1	Lnc-Myd88	ENSG00000060971
BCAT1	BCATc, BCT1	ENSG00000060982
HDAC7	DKFZP586J0917, HDAC7A	ENSG00000061273
LZTS1	FEZ1	ENSG00000061337
PRDM6	KMT8C, PRISM	ENSG00000061455
WNT8A	WNT8D	ENSG00000061492
SPAG4	CT127, SUN4	ENSG00000061656
NCKAP1	HEM2, Nap1, NAP125	ENSG00000061676
MRPS35	MDS023, MRPS28	ENSG00000061794
GUCY1B1	GC-S-beta-1, GC-SB3, GUC1B3, GUCY1B3	ENSG00000061918
SFSWAP	SFRS8, SWAP	ENSG00000061936
TNK2	ACK, ACK1, p21cdc42Hs	ENSG00000061938
MON2	KIAA1040	ENSG00000061987
CDH3	CDHP, PCAD	ENSG00000062038
ARSF	ASF	ENSG00000062096
GPBP1	DKFZp761C169	ENSG00000062194
DGAT2		ENSG00000062282
ZNF112	ZFP112, ZNF228	ENSG00000062370
CS		ENSG00000062485
LTK	TYK1	ENSG00000062524
MRPS24	HSPC335, MRP-S24	ENSG00000062582
ELMO2	CED-12, CED12, ELMO-2, FLJ11656, KIAA1834	ENSG00000062598
WAPL	FOE, KIAA0261, WAPAL	ENSG00000062650
VMP1	EPG3, TANGO5, TMEM49	ENSG00000062716
APPBP2	Hs.84084, KIAA0228, PAT1	ENSG00000062725
POLD1	CDC2, POLD	ENSG00000062822
SEZ6		ENSG00000063015
EIF4B		ENSG00000063046
SLC6A16	NTT5	ENSG00000063127
BICRA	GLTSCR1, SMARCK1	ENSG00000063169
SPHK2		ENSG00000063176
RPL18	L18	ENSG00000063177
CA11	CARP2, CARPX1	ENSG00000063180
ISOC2	FLJ23469	ENSG00000063241
U2AF2	U2AF65	ENSG00000063244
EPN1		ENSG00000063245
MED29	DKFZp434H247, IXL, MED2	ENSG00000063322
AHRR	AHH, AHHR, bHLHe77, KIAA1234	ENSG00000063438
GSC2	GSCL	ENSG00000063515
ZNF275		ENSG00000063587
MTMR1		ENSG00000063601
GPC1	glypican	ENSG00000063660
ADCK1	FLJ39600	ENSG00000063761
HAGH	GLO2, GLXII, HAGH1	ENSG00000063854
RNF4	RES4-26, SLX5, SNURF	ENSG00000063978
CASP8	Casp-8, FLICE, MACH, MCH5	ENSG00000064012
LIMCH1	DKFZP686A01247, LIMCH1A, LMO7B	ENSG00000064042
INTS13	ASUN, C12orf11, FLJ10637, Mat89Bb, NET48, SPATA30	ENSG00000064102
TM7SF3		ENSG00000064115
DLX3		ENSG00000064195
SPA17	CT22, SP17	ENSG00000064199
TSPAN32	PHEMX, TSSC6	ENSG00000064201
CCN5	CT58, CTGF-L, WISP-2, WISP2	ENSG00000064205
DMRT3	DMRTA3	ENSG00000064218
ST3GAL6	SIAT10, ST3GALVI	ENSG00000064225
ATP2C2	KIAA0703, SPCA2	ENSG00000064270
NGFR	CD271, p75NTR, TNFRSF16	ENSG00000064300
CDON	CDO, CDON1, Ihog, ORCAM	ENSG00000064309
TAF2	CIF150, TAF2B, TAFII150	ENSG00000064313
HIPK2		ENSG00000064393
TNPO3	IPO12, LGMD1F, MTR10A, TRN-SR, TRN-SR2	ENSG00000064419
BORCS8-MEF2B	MEF2BNB-MEF2B	ENSG00000064489
RFXANK	ANKRA1, BLS, F14150_1, MGC138628, RFX-B	ENSG00000064490
TMEM161A	FLJ20422, FLJ39645	ENSG00000064545
LPAR2	EDG-4, EDG4, LPA2	ENSG00000064547
CTSA	GSL, PPGB	ENSG00000064601
SUGP2	KIAA0365, SFRS14	ENSG00000064607
SLC12A2	BSC-2, BSC2, CCC1, NKCC1, PPP1R141	ENSG00000064651
SNX24	SBBI31	ENSG00000064652
EYA2	EAB1	ENSG00000064655
CNN2		ENSG00000064666
ABCA7	ABCX	ENSG00000064687
SNCAIP	SYPH1	ENSG00000064692
DDX20	DP103, GEMIN3	ENSG00000064703
BTBD1		ENSG00000064726
FAR2	FLJ10462, MLSTD1, SDR10E2	ENSG00000064763
BCAS1	AIBC1, NABC1, PMES-2	ENSG00000064787
POU1F1	GHF-1, PIT-1, PIT1, POU1F1a	ENSG00000064835
CHI3L2	YKL-39, YKL39	ENSG00000064886
SBNO2	FLJ00173, KIAA0963, Sno, Stno	ENSG00000064932
PMS1	MLH2, PMSL1	ENSG00000064933
HMG20B	BRAF25, BRAF35, HMGX2, HMGXB2, SMARCE1r, SOXL	ENSG00000064961
CALCRL	CGRPR, CRLR	ENSG00000064989
TAF11	TAF2I, TAFII28	ENSG00000064995
ANKS1A	ANKS1, KIAA0229	ENSG00000064999
AP3D1	ADTD	ENSG00000065000
ZNF76	D6S229E, Zfp523, ZNF523	ENSG00000065029
SLC9A3R2	E3KARP, NHERF-2, SIP-1, TKA-1	ENSG00000065054
NTHL1	NTH1, OCTS3	ENSG00000065057
BLTP3A	C6orf107, dJ349A12.1, FLJ20302, UHRF1BP1	ENSG00000065060
GNAI3	87U6	ENSG00000065135
IPO5	IMB3, KPNB3, MGC2068, PSE1, RANBP5	ENSG00000065150
OAT	HOGA	ENSG00000065154
WDR3	DIP2, FLJ12796, UTP12	ENSG00000065183
PKN2	Pak-2, PRK2, PRKCL2, STK7	ENSG00000065243
WDR18	Ipi3	ENSG00000065268
TRAM2	KIAA0057	ENSG00000065308
NTN1	NET1, NTN1L	ENSG00000065320
GLP2R		ENSG00000065325
MCM10	CNA43, DNA43, PRO2249	ENSG00000065328
DGKA	DAGK, DAGK1, DGK-alpha	ENSG00000065357
ERBB3	HER3, LCCS2	ENSG00000065361
ROPN1	CT91, ODF6, ROPN1A, ropporin	ENSG00000065371
ANKRD44	PP6-ARS-B	ENSG00000065413
KARS1	DFNB89, KARS, KARS2	ENSG00000065427
ADAT1		ENSG00000065457
PDIA5	FLJ30401, PDIR	ENSG00000065485
TBC1D22B	C6orf197, dJ744I24.2, FLJ20337	ENSG00000065491
